Age,Income,CreditScore,LoanAmount,LoanDuration,ExistingLoans,Balance,JobType,MaritalStatus,HomeOwner,Default
33,49789.69610765617,686.4052922827806,17074.032439384046,36,1,790.5119102562057,employee,married,1,0
48,22934.68815173899,651.9392194100382,14236.347542066223,60,2,6165.241825143162,employee,divorced,1,0
69,58189.12356130685,562.3040381145983,18581.664101161314,12,1,5647.483315116327,employee,single,0,0
45,66022.47836840841,498.79148218769967,22150.464904852073,24,0,2127.7883522224356,unemployed,married,0,0
53,57475.48157259186,743.6208665094471,18546.811656634294,36,0,9780.199038443945,unemployed,married,0,0
58,21316.091325781676,606.2572675267432,9896.889942632632,12,0,5539.556825709263,employee,divorced,0,0
26,10449.993168716886,858.3326682596493,11230.481434441357,48,1,4133.513431671329,unemployed,divorced,1,1
64,50630.78010276897,719.4569294708444,26420.082812587854,12,0,4666.0730076983145,self-employed,single,0,0
65,28597.1582655687,677.324757875837,13746.235944023361,36,1,6775.667183419306,employee,single,1,0
52,44307.000311844786,681.5303116713687,14332.142727633463,60,2,4711.266341879584,employee,divorced,0,0
65,63027.23080011323,682.3181412044372,18569.13188034732,24,2,4677.8253078445,self-employed,married,1,0
67,30145.672354023853,594.4346443708984,23660.551500190682,36,1,9263.860273301518,unemployed,married,0,1
41,34336.6801538656,509.87978369437195,8691.150420940827,12,1,-673.6173099490625,employee,married,1,0
36,44150.844588824744,605.9451898787329,11527.182552729331,12,0,-6.212558379845177,self-employed,married,1,0
41,20537.35540026654,648.5315020645011,3772.2677400137345,36,1,8107.853439967748,manager,married,0,0
31,28632.157059911857,598.1746159017529,12925.396743727251,36,0,14663.399148334536,self-employed,divorced,0,0
57,40372.862556269036,547.1133160032041,18973.153552262735,36,2,8505.981800608206,employee,single,0,0
56,35493.17696773373,590.143174803002,12450.316625641053,60,2,12456.835184290898,self-employed,single,0,0
55,49126.11630698839,732.8585973578353,27318.69046221574,36,3,3262.513545137088,unemployed,divorced,0,0
39,81489.694216589,709.8556627515318,15813.412033670666,48,1,2451.675286648728,employee,married,0,0
40,41487.07509127187,663.7127836722805,14284.139785112067,24,2,6826.132692984205,employee,divorced,0,0
38,27374.32080942986,696.9678341040237,12535.046489252705,24,2,8814.595839308122,unemployed,single,0,0
67,61273.605321363466,559.4453225924534,5481.007828696684,48,0,-246.20360512941988,unemployed,single,1,0
61,16167.722870196681,586.3660166596155,14367.673861428892,12,0,4147.126508680667,unemployed,single,1,1
69,19166.37743456339,674.8812059502553,17508.706291897222,12,3,4891.931329423786,manager,single,0,1
34,31073.44842028415,569.6392935253741,14173.51170854498,12,0,2284.519137258504,employee,divorced,1,0
35,35756.69919220562,658.6718598470568,16617.792897346586,12,2,2751.112693817025,employee,married,1,0
51,30713.908952241873,548.9980324757781,10305.26634516431,60,2,8372.277204236772,employee,married,0,0
21,39527.31513365466,518.030965645311,6286.940421568637,48,2,6878.737924363294,self-employed,divorced,0,0
23,44121.128541195176,708.8863004835902,14256.539157967007,24,1,8193.805687437816,employee,married,1,0
36,56034.393029127066,732.1636681742209,16544.248460712173,48,2,6347.498761491095,employee,married,0,0
43,41367.824107656736,599.5343204874047,13819.162755125113,24,2,1506.9732925898475,unemployed,married,1,0
31,31570.80628457348,528.362993402329,16424.609226029836,12,0,6692.412207356685,unemployed,married,0,0
32,55219.68079659118,473.3302248789678,20436.497425364527,60,1,1191.6283904899656,unemployed,single,1,0
30,27734.267864048037,797.3600119627545,20409.83834486481,36,1,3752.9866438626323,employee,married,0,1
52,15510.958814690155,658.9112682803968,21001.599556229456,36,0,855.0053807270997,unemployed,divorced,1,1
36,58089.340268568136,601.3605362265403,22037.28217966419,12,0,2556.448831716532,manager,single,0,0
28,57127.79867216457,620.8870748938017,18479.573587022413,12,2,5361.915389418063,unemployed,single,1,0
58,28115.52411693841,496.9334199880856,17494.28080701142,48,0,3170.037582018714,manager,divorced,1,0
32,34013.517192686115,699.5918779012985,28600.730043911375,60,1,1467.3503599020855,self-employed,married,0,1
44,26246.08682005106,810.0086153508267,20485.338813785806,60,1,9551.18988632832,manager,single,1,1
48,44899.36326347701,587.3794392896498,9083.831015119731,48,1,4521.6331304885625,manager,divorced,1,0
28,65980.73937052123,840.6765629317492,1958.6720022426725,60,2,2888.2878142683026,self-employed,divorced,0,0
48,50543.22697892683,640.6876080431119,13311.932554168428,60,1,670.4035571920958,manager,married,1,0
56,55535.86963874549,783.3402502834936,19373.194185370536,36,1,-2487.9795405725945,employee,married,1,0
46,52295.924975365175,674.5776835436552,21712.650752151676,60,2,4111.811945075515,employee,divorced,1,0
28,39998.212771613595,674.4904951203996,6246.680994775592,12,1,-512.8748140798853,unemployed,married,0,0
48,56250.10656866973,797.5140594012229,20105.95356845235,36,2,7848.145837443812,unemployed,divorced,1,0
48,51175.458443692,712.6163150881481,22942.80213949293,12,1,5117.9647783941155,unemployed,married,0,0
57,61591.68572729704,679.9878462666256,19261.158272643104,12,1,11233.443116552542,unemployed,married,1,0
61,33106.76588257366,494.6930529542516,17910.07856985851,48,3,5892.297092948527,employee,divorced,0,0
56,13928.3254068192,529.4233147315013,14070.325738382668,60,1,2093.368810961401,unemployed,divorced,1,1
47,55678.76522309616,686.6843979215137,11779.98555121736,60,2,-2520.0304094737976,manager,married,0,0
37,45246.542809090875,767.4226644296994,20498.824239286198,60,2,8226.175454967026,self-employed,divorced,1,0
29,35559.30849518146,660.2760853797034,19083.428648190646,60,0,-195.79304214156036,manager,single,1,0
53,36397.707815387635,602.6956288896844,12710.040673532092,36,2,3367.4219092409535,self-employed,married,0,0
40,78320.29488853173,502.86636886627144,32794.74444068916,24,0,11696.352986219656,employee,single,1,0
33,30367.080211985933,587.3131954012974,4431.407640615313,12,1,7443.933396194906,self-employed,single,1,0
48,27200.450397605004,660.4784903357629,13375.081230383747,24,1,6559.461818139762,unemployed,single,1,0
68,41279.263502400274,581.4834678203391,9600.21949189624,24,0,8777.289772480435,employee,divorced,0,0
49,57707.36316959442,572.8442983682028,17689.231169363647,24,1,8628.199275622112,unemployed,married,0,0
33,74176.02979793842,645.910618921869,1357.2545324699731,36,1,11323.785727816681,manager,married,1,0
66,49860.47445084357,765.8729336097912,23884.863910474494,24,2,2591.2825981245246,manager,single,0,0
55,20943.86884030855,704.7775510310734,22038.15234554655,36,1,3493.26338627694,unemployed,divorced,1,1
26,69562.96406076699,672.8697428296093,16871.481061983766,48,2,1310.4614837532508,self-employed,married,0,0
38,39707.96951384354,665.0789104608336,12827.732589362222,48,1,4869.209454464107,manager,married,0,0
25,27434.358521575457,694.0941361885712,20014.168953962107,48,1,4471.069083319223,self-employed,married,0,0
67,23809.11314350969,641.1894739373848,17300.94479037564,36,2,-2019.8089493422958,manager,single,1,0
45,52544.93079003184,617.1134705857213,21664.115817305155,36,2,2384.3969716218144,unemployed,single,1,0
22,43582.44079279621,709.0555167406617,14142.83030523578,12,1,10756.466136795865,unemployed,single,0,0
30,45176.13065418776,631.9683774270142,13729.680583507521,24,0,5976.8343795483415,manager,single,0,0
50,59297.546786078965,554.9122078025893,22544.161923845444,60,2,7861.594472346851,manager,single,0,0
65,27967.68112735534,765.464000810383,19435.634149046866,60,2,4517.821328597275,self-employed,married,0,0
25,60492.31942410472,500.40581639615334,13781.908192716899,24,1,-2548.3740967913673,self-employed,single,1,0
53,32212.640158094648,771.4658259653851,17574.867353792277,60,2,4485.456312681843,self-employed,divorced,0,0
21,72460.11060868535,690.516419720621,16293.699173285742,60,1,9166.786230083915,unemployed,single,0,0
38,48981.085239897104,572.4679413808539,18270.425849794337,60,0,257.2648350243626,manager,single,0,0
52,26196.42205335434,651.9403643109594,23886.155063965147,36,2,7988.155706974549,employee,single,0,1
67,9618.728750192808,615.6909279442186,12550.907176739436,36,1,-1807.3266771707067,self-employed,married,1,1
69,52133.870834185174,714.6180582684038,10488.12947676307,36,3,5080.764952929323,employee,married,1,0
31,34387.29586014724,713.0345001996842,16916.5434770034,24,2,7178.073800586517,unemployed,divorced,1,0
41,37666.514582172465,686.9090816864075,11244.12372104081,48,2,3751.549902922431,self-employed,married,1,0
46,51492.94013761161,709.7106464786851,8623.573555170744,60,2,14889.886161813401,self-employed,single,0,0
45,55156.20739375983,640.8134059931023,21954.8571911886,12,1,3027.23825164559,employee,divorced,1,0
42,58355.65511003936,790.9340076155183,12989.556741517115,36,3,2686.3350492871914,employee,divorced,1,0
47,22377.38037425595,747.8885506766101,1923.5601108466562,12,0,5817.968167420018,manager,divorced,0,0
69,61388.42124436883,611.8395425342915,20931.909992050696,60,3,1980.1074566511647,employee,single,1,0
33,31314.319957477757,714.868937282658,11932.939460654494,48,1,-765.350375261246,unemployed,married,1,0
53,6156.250978776596,707.8865828728045,19044.826020479475,12,3,609.3209003111324,self-employed,married,1,1
54,22323.394797099314,629.2190675769859,22584.089123435195,60,0,8031.947038191582,employee,single,1,1
61,43270.37638198848,622.9394684602338,16327.531779083918,60,2,3780.24176449858,unemployed,married,1,0
55,25317.78630878291,747.1606409422243,751.6440001417559,36,1,11808.083802007706,employee,single,1,0
21,38679.332962359345,648.8244997579552,1254.3091329725012,48,0,3235.0550197098596,employee,single,0,0
41,45073.787312937675,670.8137512269163,10293.14269944014,60,3,7842.041418929191,employee,divorced,0,0
68,37279.218953360716,762.0883252371265,14602.00380094663,48,1,7043.367917847482,manager,married,0,0
26,32584.68493214925,852.6671200558275,23400.99111268492,36,1,3175.396771279915,self-employed,divorced,0,0
48,21239.559055176607,607.8700042415549,17039.335503231592,12,2,1484.7642833363625,self-employed,married,1,1
37,40329.15712322998,632.3279799263114,33320.913372803705,24,1,-1927.2147957037914,self-employed,single,1,1
25,9025.639186228975,655.9203209554292,4560.012836407819,24,1,7212.483118720371,manager,divorced,1,0
51,29710.02937420868,657.7389146190411,15849.042816300574,24,1,9793.03893020058,employee,single,1,0
25,26083.238364088582,680.1083910889513,11881.703792631892,48,0,-1359.722687016937,self-employed,single,1,0
58,36409.34722736628,610.7857193490399,16642.46597158934,24,4,3518.220260013303,self-employed,divorced,0,0
23,36800.05301036096,548.7047184309739,27261.72117644526,12,0,2332.326679229005,employee,divorced,0,1
43,54399.35011650618,790.3060195879798,27704.39754616444,60,2,7205.47660128083,self-employed,married,0,0
57,63752.15915874399,698.9666000643026,15381.222585075111,48,0,3685.389248189329,employee,married,1,0
57,23233.317396445447,616.517141332841,21030.59721718153,12,1,10291.922281671266,manager,divorced,0,1
30,69892.48937905044,684.9690406336586,16508.85000451704,48,1,3462.4272361326007,self-employed,married,1,0
30,28310.566007178524,796.6360420763003,7472.942676687127,48,1,54.466161856382314,self-employed,single,0,0
39,42587.90174384635,586.9582704979475,15100.242815434012,48,3,3124.778699156751,employee,single,0,0
37,47662.944837224764,666.8912170461568,11464.234092119434,36,3,3565.5415993649863,unemployed,single,1,0
41,76668.7412887376,538.8108207278776,14560.614028546124,60,2,7104.399781978647,manager,single,0,0
34,31865.764933560036,640.5326700900943,9035.391811157942,24,1,3505.923778538063,self-employed,single,1,0
29,13048.9298053292,699.3276308891645,16086.029130777291,36,1,6760.38605360151,employee,single,0,1
66,62355.69205289472,560.8221395235994,17139.551770838232,60,1,1838.0629116439254,manager,married,1,0
21,27499.396618068477,635.0238904713219,19929.771665146443,24,2,3821.2932808213754,employee,divorced,0,1
65,34576.17129136611,713.9941839623933,17169.019610573767,36,0,1859.8628931499147,unemployed,divorced,1,0
33,23233.75519110737,697.1360105786072,26442.261941804856,36,2,1613.4336412954472,self-employed,married,0,1
24,34619.44340426622,557.3894655256911,30345.417080590352,12,0,10099.33422913605,unemployed,married,1,1
21,27394.126956918386,679.9019899921792,12168.277818238854,36,2,2139.4817141629246,self-employed,married,0,0
69,50146.627247421566,694.6975069749902,21790.47452077767,48,1,3609.580871408939,unemployed,divorced,1,0
60,41211.87444582969,658.6388413348825,29802.20124535836,36,2,9178.41783979772,self-employed,married,1,1
52,29784.172590779817,737.1471447453354,21972.858621766205,48,1,8000.005585086119,employee,married,0,1
54,54938.07964988391,602.8442145088246,20021.26445748752,60,1,11564.828866646138,manager,divorced,1,0
48,43824.95126011898,682.998757023321,2247.001687607437,60,2,6931.207458016713,self-employed,married,1,0
51,12309.276243339169,556.7839770357411,11093.468473998735,48,1,2598.4024412557683,self-employed,single,1,1
28,53795.549711264524,521.9499325453296,12115.27235018733,12,0,13228.578595823597,employee,divorced,1,0
59,42773.01825778952,712.4863184972219,24710.33499230438,12,1,7328.322978221073,unemployed,divorced,1,0
46,60860.987313873135,651.6449976343862,9885.733210330005,60,2,4381.218644793335,self-employed,divorced,0,0
54,41858.76139513967,612.9265943107123,14402.377240191148,36,3,5229.8621988020805,unemployed,married,0,0
23,28124.359741486078,564.7875188723713,20881.928178068316,60,2,5717.1263178028585,employee,divorced,0,1
32,36935.57000047245,716.1681905410672,9570.104553148354,60,0,4052.752500842701,self-employed,single,1,0
21,52058.7899632108,529.3588501893737,16953.62779540139,48,1,-503.4224076686687,manager,single,1,0
64,28438.944104487062,729.430197455095,16041.413831507647,12,3,11506.884208986326,self-employed,divorced,1,0
25,33395.548193386625,686.0797896346091,21139.770876763763,48,1,4912.663695300917,employee,single,1,0
50,36674.67130001399,533.3766889588121,19611.943987890703,60,4,5733.986050810573,unemployed,married,1,0
50,22759.425846761907,660.0769131902912,19391.04409187565,24,4,13312.576237577918,self-employed,divorced,0,1
37,28655.148630571384,862.297990029308,16405.496192741608,36,2,2266.858947129659,employee,single,1,0
68,42588.252877062856,745.1534627570782,3268.3082039390665,60,1,7621.941298856417,employee,married,0,0
67,58037.16621479512,583.7578256649873,15977.634893805469,48,2,1830.8052657200665,employee,divorced,0,0
43,44757.20477065713,707.3364545790968,15387.129297136555,24,0,6284.084650181754,unemployed,divorced,1,0
35,39312.08110946468,536.7269496370498,20365.81326239815,24,1,5806.022985005432,unemployed,divorced,1,0
57,27530.93839071534,540.2948659115102,12039.501584980899,60,1,8162.404388561266,manager,single,0,0
41,56427.40617580348,644.6155464025827,15292.593593106481,12,0,9832.674870761333,manager,divorced,0,0
34,46502.58249920264,694.132181486326,15513.526917182131,24,0,2681.915635201313,self-employed,single,1,0
22,29399.053547211406,714.9064255137134,10012.117422105912,36,1,10666.699362895673,employee,married,1,0
31,53479.726880273505,716.0146979642694,6927.056426120145,48,3,10949.92375424525,manager,married,0,0
59,48393.65592265701,689.580009002816,17677.785743465472,48,3,4000.0584612259618,unemployed,married,0,0
58,27797.04475950646,520.880709832312,22054.34152956094,48,1,4973.669674387482,employee,divorced,0,1
54,38479.326156036994,645.1254691882173,10625.63026303844,60,2,3022.599520202244,self-employed,married,0,0
58,32608.409076355947,727.4945513304978,13475.627328192268,48,0,3778.2351446254484,employee,single,0,0
54,79503.06910047407,685.4632741285941,20806.844541576083,48,0,186.09737899972788,manager,single,1,0
38,47976.17324688488,664.5684825645861,21486.959311068,36,1,8110.143089316762,manager,single,1,0
50,42801.4308227236,676.3380693528251,16619.978278186158,12,2,-3201.175570099087,employee,single,1,0
35,47089.9458411507,675.0015903821776,17899.4111960104,60,0,2211.6205969492553,unemployed,single,0,0
47,60687.43882296247,492.8082173618525,18724.348869400863,60,2,4815.35179572173,employee,single,1,0
54,38749.297833423014,742.3912914108315,19977.237861832084,48,2,10199.189321711758,employee,married,1,0
58,31151.360532013656,641.157367401057,7500.064258015438,36,0,2819.0217227923736,employee,divorced,1,0
53,52664.24842146126,706.6069165988449,28420.472723289102,24,2,6711.406684410312,employee,single,0,0
44,37375.83150998032,465.5483595836627,16918.027317099306,48,1,4676.063542199077,employee,married,1,0
35,23951.57006379245,782.8793523312498,20108.824789884493,48,0,8780.475601889335,unemployed,married,1,1
50,21029.703523659122,557.4870684981697,9667.370258854087,60,2,6502.342995829484,self-employed,single,0,0
62,62939.448262592996,853.3072825624421,13698.695133770329,60,1,8320.83755215889,self-employed,married,1,0
37,41974.66850378927,819.539230978316,17638.885906486168,48,0,2797.46033938164,manager,single,0,0
25,31156.48924011398,544.006718446203,2369.1459425204685,60,0,943.9004233666565,unemployed,divorced,0,0
49,36484.97633436904,715.3629349007354,8692.01964158691,36,0,6468.513276213451,employee,single,0,0
24,52111.670770125274,568.6230513679873,9923.001648560325,24,0,3049.0879238429566,unemployed,divorced,0,0
30,35598.91726236932,598.8475171300383,6049.543068095456,24,2,5121.295487399887,self-employed,married,0,0
37,18258.704062338726,600.6533919218266,15742.578971808394,24,2,6269.099761056361,employee,married,1,1
30,44887.61278221887,685.8344538703512,14481.421365536673,48,1,9967.630122618899,unemployed,single,1,0
37,58125.21726360345,675.9709432343523,24965.951170145418,48,1,8146.282573559997,manager,married,1,0
40,57121.96476958376,553.872734266124,7155.271027178029,48,3,2275.961308904119,self-employed,married,1,0
44,31610.050927941324,685.1961122722488,16643.23864885728,36,0,419.9110489697723,employee,divorced,0,0
25,59037.58984687569,633.6712698805246,8839.370088751974,24,0,11829.524419017791,employee,single,1,0
54,43194.24960507434,504.3557694671007,2980.019278527214,60,1,-1330.63868789738,employee,single,1,0
26,58617.210158180904,615.277418898479,19114.626978066302,60,0,3189.988609235796,employee,divorced,0,0
22,48605.30545003831,782.8341482794679,19694.19257534358,12,1,7580.979281288468,employee,divorced,0,0
33,17176.047360509958,617.9774983037652,18864.83079671497,12,3,11555.044987800127,employee,divorced,0,1
63,66201.08406262519,503.1570551179275,5784.527024874169,60,0,4241.3538995032195,unemployed,single,1,0
63,40776.7577679843,715.1573386198805,15585.111557691342,24,2,5109.371977083574,manager,divorced,0,0
68,48651.907358707256,575.7991852232112,19181.523358130995,48,2,1499.8903136102986,unemployed,single,0,0
31,19839.33057292234,667.1543144329958,21665.121564668872,60,2,5506.464448540818,unemployed,divorced,0,1
67,47579.89750117098,636.2410803673457,19398.063033613245,60,0,399.3840827964823,employee,married,0,0
43,56543.9159911399,790.9336185709502,21755.938870551166,12,0,1998.8601871253886,employee,single,1,0
36,69029.80504897606,636.297334042865,22471.6588905441,24,5,8055.562216553923,unemployed,single,1,0
51,61005.99692192924,558.4328579728179,15734.055231550292,60,0,3265.6927325522965,self-employed,single,0,0
31,48313.37055919059,612.4921916750541,18489.711345089705,48,0,8668.995688212279,employee,married,1,0
36,16834.339699774206,551.6979080760293,21997.73967834927,48,1,4385.971493403557,employee,married,1,1
28,41984.09185746132,633.2588230668473,17730.87876787318,36,2,-475.36037148325886,self-employed,single,0,0
24,31112.356521806047,791.5832586269689,23392.982371588452,48,0,9673.461102845204,unemployed,divorced,0,0
60,43524.668122243704,749.8774431538206,21121.4742987876,60,0,-261.30434020755365,self-employed,single,1,0
24,21755.112508073515,813.2952402555269,10572.840242343938,60,1,2592.8499645575407,employee,single,0,0
45,36847.49638312148,688.340007671738,5858.000659853393,48,4,4201.203672247427,manager,married,1,0
23,32242.25374290897,661.4480166114479,15135.152704582913,12,1,9023.31448263683,self-employed,married,0,0
52,31777.504660461305,570.1365553343145,6732.086757329453,24,2,2894.0607092390264,self-employed,divorced,1,0
23,31926.457210132685,671.5734231189824,15581.880725154746,60,1,1293.1313501196641,employee,divorced,1,0
47,37962.179254176335,639.5710975216521,14948.18322799544,48,1,5650.692286241584,self-employed,single,1,0
49,44292.92138572033,712.2901891713726,24106.3786619159,48,2,4144.137107093524,employee,single,1,0
52,2522.5961819282384,560.2196016965678,18535.438663984853,60,0,3130.4376038433556,manager,divorced,0,1
39,4353.507154932049,654.2145963448065,21845.54645800968,36,1,5865.941425951382,manager,single,0,1
41,34919.62990117187,524.1202300788456,11572.835822858591,24,2,185.61513842747172,unemployed,single,1,0
25,37033.46432941579,677.0090074044148,25707.67792001342,60,2,-1887.3621638627228,employee,divorced,0,0
38,42836.66824905911,704.0601505207363,21255.536672857066,48,2,13554.920429073027,manager,divorced,0,0
48,29084.914677156637,520.2791926728934,17992.0675965837,36,2,5416.7443734463095,employee,divorced,1,0
62,40141.977910340225,542.8198197051195,2354.084156358156,60,0,5696.723527849079,self-employed,married,1,0
42,41897.84807527083,546.3215983481786,23251.178432036755,24,0,1872.0424772916895,self-employed,divorced,1,0
41,28981.62854701793,635.7900033085343,27413.345399030295,36,4,8590.795373976043,employee,married,1,1
26,55201.83732611651,538.2012309735645,15079.00356212223,48,0,2866.058959416614,employee,divorced,1,0
21,42654.79467182591,760.2792177722183,15222.241303366549,12,3,-6144.590751122138,self-employed,divorced,1,0
25,48204.41643194936,684.8922385206429,11383.260250762218,24,2,2731.8666379654737,employee,married,1,0
61,41032.68596925779,697.923166378747,3577.852201556003,36,2,3874.3476883022004,self-employed,married,0,0
32,71555.0965459258,522.876169150933,11065.3433289627,60,1,4319.665582661949,unemployed,single,0,0
46,48945.95603676481,753.4542468422578,26615.936492007466,60,0,4203.953349021671,unemployed,single,1,0
66,32680.10025689162,701.968755207885,22553.079536894755,36,0,2420.3415320948916,unemployed,single,0,0
54,52314.50326552601,595.4123488096587,9591.039379083133,60,3,2033.9157611865285,employee,married,1,0
69,15435.926238149921,526.6585660236162,10951.290147935924,36,2,3808.085332831877,self-employed,divorced,1,0
34,41794.003940006565,643.9098221544873,29945.57406251091,24,1,-1581.9043481436593,manager,married,0,1
46,44787.40435137985,612.6854870110982,7858.913442311794,60,3,-2830.3851752421688,manager,divorced,1,0
65,41965.311431180475,616.0058531554432,9992.021355962786,24,2,5392.2219596785535,self-employed,divorced,0,0
47,34993.31693741669,593.5654403137413,11992.928480857983,48,0,5458.939497059962,self-employed,divorced,1,0
29,24815.89964744477,707.7148725875268,5493.929586709461,48,0,8517.602320215989,self-employed,single,1,0
46,28159.79481923556,441.9539984376535,11237.42810408469,48,3,3977.7387585169126,self-employed,married,0,0
67,41531.123743710756,764.3942232265671,11343.841707688824,48,0,225.49114756988456,self-employed,married,1,0
42,23297.21151358011,729.8493190972897,8684.250871750124,60,3,-2758.5872607918654,manager,single,1,0
67,66552.51423470909,666.8548150636383,24295.79818515537,36,3,1439.215696172536,unemployed,divorced,1,0
50,386.5348098444083,638.4731543638004,6832.195005552238,60,1,6690.0789762300765,self-employed,single,1,1
63,35148.43198683094,736.6440524442867,14006.518534751836,60,2,10765.795613635688,employee,divorced,0,0
68,41655.84458661546,646.6192675125042,8860.991860876626,24,3,5216.341651086056,unemployed,single,0,0
37,47611.313917499334,627.7256412381221,13530.182270385327,36,1,145.64043865555323,manager,married,0,0
46,26261.129091063594,741.0974454284878,8535.745024094333,12,2,1480.3175899797207,self-employed,single,0,0
56,57014.42190832319,817.4716580039941,15531.262422880645,12,3,1605.1763037427295,employee,married,0,0
21,19092.534342806157,572.3194541271489,17250.241611120877,36,2,3376.045593740757,manager,divorced,0,1
28,31508.07117088648,683.9839450781428,24815.27311660973,12,1,9483.58169997948,unemployed,single,1,1
69,49311.21332919136,563.0886497697962,10879.835108064079,36,0,9795.637800627126,unemployed,single,0,0
55,55602.828471891284,690.1311745808687,26324.787064975862,24,3,4310.976420900454,employee,single,0,0
35,18939.980554283535,587.74548172996,9351.152133520445,24,1,5732.2804404543895,self-employed,single,1,0
67,79675.55185622738,746.9238605529409,13333.866436857761,60,1,1809.7684285061373,employee,married,0,0
42,26537.626552491856,641.9904478431002,27353.178267092575,12,1,-1839.633777414826,employee,married,1,1
34,20317.26283708326,653.718293536383,35320.5913995374,36,2,12153.353413850982,manager,single,1,1
46,47540.72337659886,780.4892077964466,26801.55587770132,24,0,-4289.948202374157,employee,married,0,0
48,34775.598196278144,591.3597664710107,13434.857540672923,60,2,-2343.3612706582107,employee,single,1,0
43,32559.215311903834,704.7873755284472,18604.126654306223,12,0,12185.623420638585,unemployed,married,1,0
34,48934.660863545796,599.323724649304,19778.45816849023,12,1,5066.4616186817875,manager,married,0,0
44,17090.56464358286,745.7038035074511,17417.9667332833,12,0,496.34037164782876,self-employed,married,1,1
22,14467.984000379467,792.9404359064258,7945.074156530001,24,1,7730.814524357245,unemployed,single,0,0
65,31038.649522851578,628.9674241700027,16642.077269527428,24,0,8092.213224183912,employee,single,1,0
46,56168.52609179988,474.47276801910016,11459.080315229312,12,4,-330.7425805909779,self-employed,married,1,0
34,31689.170598808247,594.9490350278728,8221.11100403,24,0,2868.6184941217025,manager,divorced,1,0
27,63987.350267929214,844.6109059217404,12820.415311103045,12,1,8504.983454822883,unemployed,married,0,0
23,58015.22141757836,602.6308645448241,17207.320294510973,48,0,1732.3770145180356,self-employed,single,1,0
67,44244.19276761227,791.6816920318448,22009.682019624535,24,1,6128.65495445533,employee,divorced,0,0
43,45095.85789062135,601.4971207896604,13222.501829923587,36,4,10699.24874546509,employee,single,0,0
66,44230.03937525283,599.5200515284826,14449.7313877272,24,2,-4569.939326164473,self-employed,divorced,0,0
63,42395.7659302315,712.3350061600643,20627.504957094123,12,0,3635.0067226849515,unemployed,divorced,1,0
67,34506.37453782731,702.747279605529,15496.103093327536,36,2,6046.543994269956,self-employed,single,1,0
65,36247.18250189256,718.1739345057524,17670.861031224827,60,0,-2168.197543773633,employee,married,1,0
38,23950.597651111268,650.3928446850842,15545.779305357595,36,0,2881.554438990127,manager,single,0,0
58,6849.358160647302,732.7488078411648,16419.121817677824,36,1,9177.994576567253,unemployed,single,0,1
55,56561.05913923075,726.9200075443175,7446.82878512471,24,2,2182.7394050244416,employee,married,0,0
35,42358.876551779475,741.9222450398635,15856.286803153993,36,2,-937.3057435430355,employee,married,0,0
45,40093.170334326795,600.1152755760688,24995.036674597068,36,2,9523.327292649043,self-employed,divorced,1,0
57,45976.736842868195,732.6903362223129,16182.940019900316,12,0,6778.006774121728,employee,divorced,0,0
48,27574.038178095267,608.2931086026279,9163.743407135964,24,0,4724.574833981516,unemployed,married,0,0
30,24984.066799233507,637.4319016008393,25335.710262168916,12,1,4606.432691567911,self-employed,single,1,1
59,35744.72959482771,635.7898369901361,20049.60174452131,24,2,9113.129884419766,manager,married,1,0
37,60521.477226457195,570.1516871241782,20373.394335871482,60,1,6178.113300036917,employee,married,0,0
59,22468.884572603107,511.15859117122193,20183.656022807034,36,3,7582.4485850741685,unemployed,married,1,1
42,594.0196478775106,747.8979234003777,7115.407226985102,24,0,2229.734420771659,unemployed,single,0,1
46,32178.98362271871,593.8200366109485,19534.63480365577,36,2,-2669.420035226979,manager,single,1,0
64,57140.49874352774,628.4208220339926,24692.413207235804,36,0,7487.6548008338195,unemployed,divorced,1,0
45,14011.839634684693,591.5426575921081,11638.58792258474,48,1,9403.711686664728,unemployed,married,1,1
37,22295.745942656926,629.4676370638161,1499.7038872926769,12,2,4101.752129310064,manager,married,0,0
33,43953.20110867253,609.5277647686108,17559.000882466964,24,1,8551.026335174054,employee,single,1,0
40,78548.60553213002,752.3267095553938,15229.2335327058,60,2,3659.14882729233,unemployed,married,0,0
45,19626.824972107068,602.7596681122589,4166.691406483122,48,1,4637.20335472611,self-employed,single,0,0
24,19045.988627980612,787.1643318208806,19237.64989069465,12,3,12009.71515354909,unemployed,divorced,1,1
30,45080.47553258778,741.1417119357682,18712.046513461606,60,1,3833.9197851742774,self-employed,divorced,0,0
23,58070.11659990557,612.0442406804417,4737.02606695851,60,1,3597.7224297864223,unemployed,divorced,0,0
61,30638.519315114347,675.5849307836943,28225.15055665058,36,1,-2479.918092829257,employee,single,1,1
65,15679.087658167464,691.5477063677707,20257.848335463368,12,1,7760.292639923968,unemployed,single,1,1
38,46506.23831329519,717.3285763006713,1768.1786231898022,48,1,2160.634538182772,self-employed,married,0,0
67,49222.6209595446,725.2373606177143,20732.048459095742,24,1,5588.900044050771,unemployed,divorced,0,0
56,66679.82689807372,664.930612521019,20528.7824929238,24,5,3739.8436502691275,self-employed,single,0,0
67,49854.206684864184,573.6461520286472,24905.05645000103,48,1,3216.829138032229,manager,divorced,0,0
42,52420.99114558569,701.2710659610897,10632.868896992357,36,4,4529.082040553426,unemployed,divorced,1,0
